guuid	mlst
65445024-728a-4202-8d6e-834fc93bcb1f	1434
656fec2a-ffd6-422a-b123-6c79d508b02a	10
65720a08-40e5-42be-a94e-d8da419dc91e	95
65a15634-d28c-43dd-96fa-b870c0aaeaf2	131
65bb2a5c-0256-4f6c-838e-d44c14bf0797	131
65aa82e6-35d3-414b-aff3-92b68515afc0	131
65c8f0b3-b45f-4689-a637-66907197f8a9	95
65d0e748-ed0a-4b31-86bd-ed2c397a0003	69
65f781cf-c89f-44ab-97c7-e2cb4773bf4b	73
65fa7596-29a6-4b68-9e1f-7fd1971005b4	38
661052b4-6c7d-4d79-85ba-bf81021612dd	73
6605cdd0-4ea7-4643-b2e0-e6d1be07b2d9	162
66404ba8-31a6-48e1-9eaf-141fa5e6707a	73
66326c3e-3bea-4d94-b718-4793ab68bd94	73
664112dc-da2b-4407-a26c-0ee507607fe9	131
66599aa2-8b49-448c-a7a9-202a1e134d2f	73
66711c3f-4b8d-411f-a5fb-66a445d1de34	12
66975b3c-819b-4ff3-aeb9-2bc680766718	5484
668d6403-7f84-4f10-8096-1ac229d583b1	73
66b2347f-ae61-44cd-90d2-cd78dd17edb9	130
666de469-3598-4e1e-9d9b-691b1e3d490b	409
66f860ea-4c61-42a9-99a4-798f6f279562	428
66c062d1-c38d-4a38-8a76-9664d6838e80	131
66f8fcb4-05b0-4219-bdd8-038ba80d5c3f	117
66f9eb51-3a93-4c33-aa89-306a00e3be0c	95
66fef7d8-0d38-4589-9564-3c2c9cb881a9	131
6715d111-65e7-44e2-a3f3-c6abcfbfffb6	540
67188316-9c31-48a3-b828-0dc5a7825a45	73
6720ec6f-98b8-4c7b-9a5d-a765cfd3028a	2141
67a37add-2905-48a9-b903-44a59b443e5d	131
67a8477b-14d4-4d6e-b1a8-c26ee15e7fc8	10
679a9209-b39f-4c6a-99d6-68422ad58cc2	69
67b188c5-3087-4967-aadd-54960c2c8b08	131
67b764f2-c551-46ae-8c41-2fbf655c7025	550
67a8f3e2-bd08-4285-9855-ff43233f7960	12
67c4fadc-d6b9-4ecf-a7e2-d82667530917	69
67a8b714-c04c-4e35-aada-7f277b4d8cfa	73
67d7e8e7-bf8c-4dae-b53a-aadec27d07bf	416
67fef27e-5600-48a7-9c0c-fb76791ee969	7343
6823d9d5-4f27-4fa4-900c-be699aaa0dd5	131
68517eb9-f3e1-4085-a1cf-578e3e5d57e3	69
681b8090-ca38-4dc7-85dd-3df00ae47884	12
6811ffce-33be-42ff-886a-dc2272051fb2	73
685409b3-c240-4379-80c7-2957fb4ca4bf	131
68551f6e-ee24-47f4-af2c-0bdab4a99449	1670
682e316d-5c76-49ab-a3d9-8af89218230b	12
686ff7b5-4b64-4d24-9395-1c9932d4c0de	73
686257e9-2404-4c90-98c5-840aa7a56cbd	73
68aadd76-ede4-41bd-b0f0-256fc8852f93	372
689fff13-f52d-418f-9ec9-5eb57b7de009	2141
68a1d7bf-2154-4c8c-bbbd-3b26973a0a29	62
687ac83d-7598-4553-bfa8-062a1e30bb07	73
68d2bfc8-9a58-4f51-b38b-29771c7a7502	58
68d32393-ab8b-448e-bb95-a16bd36e4dfe	421
68b2d752-a518-4ac7-a55c-2aaf073835fb	4750
68da53a8-a3fa-4e3b-81fe-1bc465201650	69
68e95358-63c0-499b-b427-627fdceeda21	73
69043538-5ff8-466b-a687-40a7522364e0	69
6919c147-328a-4a28-95cf-1e3596e91500	23
6925b7a0-606a-480f-aa6c-0fcb988bd482	73
692570ed-0d16-40bd-8128-3fd072e3cb83	88
6944a3a2-ffdc-44e2-b73f-e1d69ffd444c	46
68eaf1a7-945f-466d-989b-b6fa6733564c	95
699ce439-0023-4318-9e9d-5d1270e7ad23	141
695a1546-2664-46f8-be08-d824a959cd4c	23
69588e68-cd0b-4f3f-99e9-e9cf8a1b8f00	421
69a68a71-05bf-4ef0-b462-0bb815f74795	567
69bed93b-e5ab-41cc-ad15-3752cec77c0b	12
69eb80d7-ec66-4f81-9ecf-00ca043d7bdf	48
69ddfd2d-0386-4bc5-bd54-00c694cb36ac	1193
69e9f8be-b968-4f83-a1b3-c9778811c2a6	345
6a2058e5-0415-4a6c-895b-fdf48b19c484	131
6a5c9b87-e55a-465a-8fb3-c2e084ffb4d4	-
6a5ef212-0c9a-4f6f-8384-54bde3ef0b5b	12
6a6c972b-f478-4f98-8d3a-158a4d4dc4e6	12
6a27ecdb-6b60-4974-8215-d0ad655f1b25	1057
6a89e60b-4143-4f49-992b-0d748102d57f	95
6a8a5982-af87-4363-beaa-f4184460f54d	569
6af80fa7-2aac-439c-a288-b7674c3d07d8	73
6b0f64ff-9c1a-48c5-b093-535bbfa7b54a	12
6b07e5eb-f18e-4ee3-975b-0c2e11d634d2	95
6b2bdc80-01b7-430d-a18b-b3b65d8e81f6	131
6b3c218d-d52f-4fdd-9713-e2b929904985	372
6b3698da-c8ad-453b-875e-b98a2d1b34a9	1177
6b8df73a-4d5f-4826-a5ef-49e69fa44a49	73
6b335370-8663-492d-923a-ddbc44b90a88	69
6b9a233e-a8c9-4836-9f29-34d527ef1c54	636
6ba44f86-a128-489d-b683-cc36fd1079ae	550
6bbdda31-6a21-422a-ad7d-644f0833bdf6	9962
6bae9c4f-8396-4115-bda8-df11893af21e	144
6bce7cb6-2704-4cb7-80c6-0b90faf8bcfc	5351
6ba12ec2-8eaa-44f2-8a23-512410a1e373	95
6bd75e35-9437-4ba2-bad6-9b8c9a4822ba	58
6bfca6d0-4e35-45ef-8e0f-a8e2e38cf5df	95
6c166697-8c11-4da7-b060-f30fe360cf22	73
6c1d6031-2ffb-4686-9554-2ab92261a413	73
6c7c0d7f-0982-43ff-94fe-a1db78ab1714	685
6c899bda-d3ce-4e5b-b591-c507faa79465	95
6c98be47-4082-49bd-ad74-9b6fb8411987	-
6c9dcff6-3212-4b8c-8970-f4d59081e4c7	95
6c9ed770-0997-4b42-9e06-4ede56e725ad	73
6c9927a2-6df4-4617-bc8b-17f08d953861	73
6c9f2942-2e33-4ba2-8bb4-f0af2d7bfaef	69
6ca9cba4-f9b6-45a1-84b2-1a29c4e3e352	69
6caf2902-46d2-4049-9b64-9e98439509f7	131
6cb38a69-1245-4a44-b97a-2994ce7a7dbd	127
6cba525a-97bd-4efc-8a83-3fcf8baf1a61	59
6cd93f30-37c0-465e-a400-9cfd68b0f4bf	607
6cc7b336-a2bf-4e55-8051-109b9f2fa840	127
6cd14352-bb86-494a-81c4-e17ff2f4dd2a	62
6d53d5d0-1d56-4f80-98b1-33e79cf54cdd	73
6d56e0ac-ac84-4be0-9f62-23da23010aff	131
6d5d9f4f-8147-45f7-bdbc-fafe20c4bfbd	12
6d5dcd20-d44e-4a17-8da5-ef2e7cb5aabc	54
6d6ad742-775f-44cc-bff2-fa83d679d27f	144
6d4a4467-6a5a-4e9e-9f86-8b000d62fd1c	12
6d7918d8-8fcf-40b5-aa75-4f4a3f2c4681	1193
6d79b25e-45ac-4bee-815b-897d04c62059	155
6d816c41-2790-4a34-a101-da5cbb711869	550
6d90e366-4b9a-4a56-abeb-9f2e08a4987a	73
6dc982bf-8f35-45af-bc08-462f4f138007	131
6dc1d518-cafa-4e4a-9b12-7d583d2513ba	131
6dcccad9-71d4-4f8c-b0f0-0b9c08d633a5	73
6de21675-e6a6-4b31-906f-df08987173b0	1193
6dda565b-710e-4d67-9b34-a45dac0bf8b1	5261
6e29c090-ec6a-4a6b-ba22-dceddc1eb0be	216
6e35bdf1-9349-4d03-94f8-f7d8a9ceb03c	73
6e7cf15c-7591-441c-8465-aeda3e4dc8b0	162
6e835e4b-93a3-411f-a28b-859ffd150071	95
6e9845e7-f04c-48cb-b94a-b7b36629fec2	131
6ea54dbd-eaf9-42b1-9607-2e11f531c411	428
6eb700ae-4213-41e0-bf0b-014811bd3645	3595
6e507f94-4260-4915-9e82-36b350bf04cf	196
6ec64691-9754-4a88-8a1a-95fa4cdfc2d8	69
6ebcdeae-a389-46e9-86ac-17e20151d170	144
6ebe24a5-f156-4486-acc1-1f7ac197fcd7	73
6eefb35c-7fc2-416e-8a4e-e386c3addbe1	73
6f1bd61a-d219-4b18-9dbc-bed99634a420	443
6f706ae2-9d19-410c-a6cc-1e418b36d749	73
6f7f01f4-642f-49ab-bbf4-e59d79113353	345
6f6ddd51-3981-4f3a-85eb-586ad4dc5e61	144
6f822a0e-ab23-4293-b461-b8779d7eecd4	297
6f6d6cff-2be2-4027-93b2-a6e95b691524	73
6f261171-af48-46f2-8c7e-3f2f52137b6c	95
6f8c14be-5b39-4d40-a487-6179d0be4fbb	409
6f579d23-c636-41d4-af4e-2ca6dec6bc20	69
6f958fd8-c402-4ac8-b3fa-7a8381b51f5b	414
6fbda500-80d5-46fd-9afb-35b063bc141e	131
6fb941b1-8f49-4112-8241-700b9ac106b4	73
6fc31b76-6c19-44df-aa16-a41369069dc8	181
6ff3c8b1-1e57-4a89-a5df-4e4fa9b68344	95
6fe17ed2-47ba-4013-9119-aaa0215a7816	69
7005c3ec-8baf-4e3c-b479-c94710ce953a	1193
6ffce154-02c7-4f68-a93f-ef87e1d49349	1057
70052096-1cb7-4e9c-a1d0-552da0132b1f	537
700a19bc-a260-4ed3-812d-044f001e0e32	7391
70100926-e514-4a93-b45d-a1290216bc84	69
7026e870-46eb-4582-b42b-bf358c409a7c	720
704dd344-2612-4293-91c3-705d283324b2	355
706b311b-cca9-4f53-95cb-efbd5e0df2cf	131
70446dd0-0f80-47ba-9a14-6417cfa3e4cc	4219
70b51944-8165-4398-bfb1-df3f0965b972	73
70c98da0-db39-4b87-ab6b-fe6344daa8a5	10
709293e3-9f1d-4137-b7f5-a6301c4a07aa	69
710c28fa-dfa3-4396-9c16-267a5dfec3e6	540
71337186-4271-44aa-90ed-cb12d802ae94	73
7136105b-4ed1-4f9b-b7e2-b965733c20c0	69
714e278f-7011-4141-849d-67688c41e770	117
7155ff88-b87a-4ac8-8b38-31a90091222c	131
718d4f8b-386b-4040-b46d-efdafc6354bc	131
71db3184-c4be-4918-a3ec-73352165b631	538
71ca89cf-8f3f-4a27-80e3-83a5e800c463	847
71e2e387-dd75-40a8-98bb-1bd0b3ac8cfe	69
7233df5a-3006-4301-b258-15e49d567071	131
7220c7fc-a3be-4f7e-9253-bd6587f30fd1	73
71ec713a-0de5-4a09-96cc-15e0f7283b4c	80
724e506d-da63-4670-8f82-33147d7f8220	1057
723eae6c-cf46-4fdd-bfdf-2438fc67f1d6	1421
72bb7207-f707-4c00-b0df-d227fcfab682	189
724e92a2-d221-4d6e-94b0-6556e81e5f94	131
728aa6f4-c8d5-4a7f-8a85-a711c5310451	544
72a056ab-3bdd-44b7-85d6-098126968f59	73
7263d47a-176d-43b1-b7e1-dd52207b467e	1057
7276018f-4087-4815-a3fd-5dea00daa85d	69
724f0256-d58e-4c2c-9ade-c047a3546376	73
72bbcdd0-8224-4c2f-a788-92d48bf569f5	38
72e24bf7-84e4-4fac-98f4-208511e9c92d	69
72ecc2e6-6bc6-403d-8729-0faf4b004b41	59
72eda407-1e24-49a5-832e-ef5c3f921bd1	73
72f2b21a-3f40-4a59-b7d8-e8cce32ea027	1406
72fc03ce-dddc-4d96-b569-cbe236b7f5df	95
730806c2-55d9-4607-81b9-0f49038b7bf4	69
730d7d9e-7bfd-403c-9f81-d65f44fb2c2f	73
731c92a1-efeb-4187-8e8e-04886bc2b682	58
731d94ca-2355-480e-9131-bf40e00a4ede	405
7321744e-2d65-4e35-a2ba-23e305ac2a61	2015
73261c61-f203-40ab-ad79-cd42f940fbd6	95
734368c5-399a-4d1b-9016-ab759595f06a	73
735cbefa-044b-407f-a0cb-4605273352ae	73
73849339-d9f8-43e4-a3c4-4edc53d19d3f	10176
7369fbba-b66f-4eda-aabd-957868f619b0	1152
73d0f482-64ad-42de-a177-9f8ab30ea9e1	69
7369d805-3ebc-4abc-a4f0-f7f9c0aff8b2	59
73e63f6f-9e5d-4768-a47c-220ae59a19fb	131
73976ae2-13ad-47d6-acd2-698e6a1ddb9f	91
73f5c6e4-23f8-441e-b094-94b32f51583a	2351
73e82c40-ef69-4e54-b190-63445b7e681a	131
7402d97e-6c34-476d-9e28-3b710bad6354	14
73ff5e41-0767-41de-ae92-c49a4ddf3c5c	167
74433da7-d179-4b47-ae4a-a2d80f0a52e3	69
744d1a43-9542-4baf-a334-3afea271fd98	73
74329f1e-ec73-4138-9bdb-c3bfa4186d34	69
74494b7a-1dcc-4dc6-96c9-04cc2e86ef87	95
747879e2-080f-4212-90d6-3ba16a3f76b4	10
744e3fe8-16a6-44ff-b324-06111d77296a	69
74d6b50f-5310-4607-bb8d-53e0bd25ed48	131
74c1cbac-5f79-46c4-857f-d33dc71a8ec8	95
74ef3157-9d84-41b1-8209-1da45a80e8b0	550
75406678-4ccc-42ae-8d38-679c4a89c88d	59
7529fe85-a1f4-4d7d-b3e7-931310a5fc4b	95
74faaba2-f86c-4787-a63b-7b352b39ac0b	69
75407a3b-87ae-4e94-b7b9-315d2692bed6	399
757359c6-667a-4f4e-a0b6-1afe0dffc237	127
75c54b76-2c8d-40e6-8240-15bfe8741000	95
761eff7e-869e-4e50-bda1-864661a5552e	131
76087999-714a-4962-a446-0c9b0ee97eb4	38
765585a1-085b-4e6c-8b93-fd9b1af50aa8	69
766560c2-3aa6-4795-bd97-ee7595838c2c	69
7677fb7a-02cd-487e-92aa-7d82f9016cb8	200
76619cfe-a3e7-49c1-a86d-9cd8373a3801	131
767a2f66-1b21-4e44-a8a5-267e909654f6	357
767ee423-cc65-4983-a2ef-c3cb6af0a6d0	59
76827650-9ea0-4ce5-a0ee-ca651674d857	131
7688e1f9-5d75-4d8d-8bd2-7c110f7e6413	141
768bc960-1733-4416-a86b-287bf968547e	73
76a04114-730e-45ae-b011-aeeec92eb090	95
7690bde1-98f5-4b9c-9217-0b8debe881f9	1722
76a1f80d-5f2d-4627-9c6b-378c1300a54b	95
76b7aaf0-3b12-4857-bec5-139615f21ee7	1011
76a348c0-a385-4932-9bab-b2ad03358420	73
76c50f13-d19a-41ef-b091-14a4f8a7237d	80
76c97e70-4dd9-4463-a0eb-51919e892ee9	1972
76ca732e-4f05-426b-8a90-0a12322b34b1	607
76a86fe5-bc4f-43eb-8fac-6bbb92554bf5	73
76d9ddbd-c141-43d6-8493-de5bab1df2ab	410
76df8ea7-94c9-4820-bbc5-bd18c7976c09	357
76d7f5e3-a3b7-45fe-b131-975d210aba7b	127
76ed74d0-5ad3-46d3-a024-8178b8c9be5e	173
76f03e3c-24e9-44a4-963a-6536944c4c4c	73
77401c3f-6a2c-4d9f-aea1-4eaa505ce1d9	95
7753025a-0253-445a-9d51-14ab85c96a9b	69
776089e0-9b18-4331-9559-816b9c877924	131
776cc926-74fd-4e8b-9ea8-d0277bf88ae5	12
7780e23c-cd7c-4edd-8674-64f5b07f42b3	1594
776e6f4b-9800-4a3a-a5be-2122f9c83483	827
77859495-7034-4953-a967-77f24e68cd6b	1431
777f5a20-0e27-42f5-841a-952efda314dd	73
77b41f73-362f-4f83-b588-32ab7e808700	95
7788c24f-587e-4152-8738-339fe4fc6b6c	73
77bc179a-07cd-4747-a968-25b5fe26d664	69
77f03c56-16b6-42ae-934a-ba9c909cd7b4	372
77a2a708-26ce-4a8c-aac3-27ae6aec83f1	648
7797fc77-73c5-4278-8657-970e2a52c0b9	73
778e6cc9-2f79-4712-bbdd-e0fa9fda8ad7	-
77fd81bc-f6c1-4e6b-ba80-c84279dbcdbe	73
77f7615d-c9a1-42f6-988a-83be1118dbe2	131
78070f24-48d5-48b2-9c46-387bf9e0d4ec	73
7812b572-3370-4342-b8a8-eab3383b6f39	69
7817581b-0584-4b53-9636-453805a6626a	80
78487a00-84c7-4f4d-bb4d-d07b7caa07e9	393
78586e32-254f-421f-8bc4-5c0337057d7f	69
785c62cd-da53-431f-9fe2-684b24ab2a20	131
78857042-9400-4670-89ed-8cfcebef1bf8	450
78749881-be1a-471a-b7f1-1b281cac02e9	73
788592d7-b1ee-4398-b4e8-6ef3ef135d50	73
78ad7031-5a20-4b1e-916c-15af9b747c6f	131
78a30455-a619-4fba-9885-435b346304e5	1193
78c8deb6-c54c-4f7f-9b17-228161f04609	69
78c6ad53-cb9f-4ad3-9073-1528114f55a0	362
78d0d669-cc28-4e48-be37-05600f92b417	14
78dbe2b6-4fae-49d9-ac8e-df02bd9cb840	428
7901ad7f-b67d-4c71-9566-a61b8a082d9f	14
792f7021-3e8d-44a0-a0bd-1820879ceac3	131
79046338-f3f9-40fe-b7c9-788b3132d1f7	131
79367bbe-04cb-43d0-a53b-06adbcf3bccd	73
793e226a-c644-4b4d-b71a-3fc83e1e04b9	-
79b258cb-51d8-4b15-bd61-eedbe08a5380	88
79a70a73-c9a0-440f-861e-6bcb942a0124	648
79b290f6-8cdc-45d3-9ae1-b6b30d29135c	131
79c9a10f-afd6-4025-b127-1af4da0847ba	73
7a1dd53a-fff6-4a7e-abc3-9698bbb5319a	73
7a3b378b-508a-4fd1-a1c3-589ddc2bfc32	10
7a6cee1a-282d-4b22-87fc-92147a366876	131
7a95d358-de08-4632-8e4c-27e94e58b1dd	69
7a67b1a9-42e8-4cb4-9c5e-24d850009e40	5484
7a438f96-bc56-4f2b-9056-401c94203c79	73
7a7c1259-862b-4e4e-9a30-cffae941a969	73
7a977a0f-36d9-4c17-9796-700367af6fb4	127
7a9991be-e7b4-45c2-9ada-65fd72f9ec49	69
7ae69a48-e4eb-4d34-8d89-ce5351ba1590	648
7aef87b3-c813-406b-bd24-bb06f18085a8	131
7ad5094d-1558-4a52-85bc-ac9cf3319e41	1158
7b147301-33f4-45bc-a668-f6d40c13529e	428
7b1d8116-d098-4cf6-90e4-bc2bd224c53e	69
7b2f3125-e080-4c4e-ae17-6aad33ae8362	538
7bb2ee27-2be3-4514-a8bc-f33b1d0dca9a	567
7b651a58-7cad-448b-8ae9-42d784f97bba	-
7b836033-cd9e-439f-b611-8530ceffbf9e	80
7b9a5796-4ff9-4cf3-85e6-4ee32a9c142b	362
7bb77a24-84ef-4ea7-a621-c66eb14937ad	73
7bbdd2fc-fff2-4584-b4fe-55068be30c21	95
7bc4aea8-be8d-41f9-ab0a-995f8a86b406	372
7bf3f99f-8060-4de0-aab2-3fb54a7416eb	131
7bc90267-6b4a-4ecc-9bdc-2fc82cc69692	95
7be7096d-79c7-471e-ba24-173b201f4165	131
7befd1a2-3529-4528-8786-86c93c9506b1	963
7bff11f2-5881-4442-87ef-30070b0284d2	544
7c02cce1-513b-4216-87ce-4d63c0e32edd	131
7c04d6dc-ab52-4b08-ac58-f3fb216d0ea8	95
7c085e87-a4e3-4012-9d03-b7eec3bae864	-
7c2ecfd7-1350-468b-a79c-a4695c989f66	73
7c1ec2ba-8d86-4850-ad44-8d23f86e18b9	73
7c59be94-88a0-4e09-96b4-3870c671259c	537
7c71faaa-bbb8-4b3b-a8df-dd94299a4cd3	297
7c749bf3-ddfc-4893-9968-304b2ccf801d	73
7c8291e7-d5c7-4f21-a7d8-d3fe2ffa12d0	14
7c84cb25-f577-4db9-8f2f-678532b15e01	2619
7c8d72a5-cfe9-4ba9-a73d-225a3cbb2f13	998
7c7843cc-7e5c-439e-9876-d00111b2a150	141
7ca56ec6-5206-4f19-98fd-a1d0c445dec9	95
7ca93459-c96f-4dcb-9ef6-51e07741030c	59
7caeb06b-fa35-40f9-9133-1ea67c18b998	131
7cd48c9d-b99c-4abc-8282-837fd193d31c	428
7d26ea27-749f-4095-af81-33454fa868bf	127
7cea4a21-b9dc-4230-bc52-3568a0a1e1b1	73
7d28e4f0-ea18-4170-a879-85663c0cc64a	62
7d3e9261-139c-487c-94dd-ea4e22269ac5	131
7d86349c-7bac-4515-936f-fc68a016e621	59
7da27f67-f6f9-4a35-a6fd-d1624b92b5df	131
7e066b76-50d7-4bfe-8ea2-f34f9c56b151	131
7df55b19-55d4-4965-85ba-fcd5b5b9ddd4	95
7e0b88b2-806d-4a30-81d3-7cba737838c1	362
7e2170f0-1a3d-4274-852f-4b0f23c4e1b8	69
7e2c31ef-70d2-455b-90d5-4bb90c858896	131
7e38ecab-348b-4876-bea8-ca0be9486a70	421
7e44de8b-83f2-4070-a61b-8a872cf3f086	155
7e794ac3-4477-409e-883d-e42fd954f6f4	73
7e8804cd-5cc2-4e2e-87fc-94d38171f0d0	73
7ead057b-8672-4719-8ece-6f3b6a57fe8a	550
7ea1cfbe-6673-4bfe-bbf5-0b97e4dcf08f	73
7e97cd1a-1755-4f2e-a7d4-021f24c59d3e	14
7ee7e1ff-c7a7-4379-9b28-9b144dbab81c	636
7ee7e8a1-f9e1-4f03-b048-1f2df9ed1837	131
7f5b2b0a-c330-48d8-9632-e7bec2c07752	12
7ef58802-51a6-404b-935c-8af014454ddc	131
7f148adf-f013-45e8-b9db-7df66e278319	73
7f3f3deb-a87c-4d5e-ab04-c1165a684b69	69
7f6961c0-d77f-41dc-a049-13006b38b07c	73
7f8bdfc4-ff58-4242-bfde-429f4173ca1b	131
7f7bbe76-7373-46e5-ba14-eba71a8cea4c	95
7f932369-96ad-44cf-944c-237d5c5697a2	80
7f9a4829-2856-49fc-910e-cdfdbb04e7e4	421
7fa16a14-77e0-4c8b-a0be-29a9458f4009	127
7f5fec2a-75f0-4d71-ab44-0205e1a8810d	69
7fafdadd-f73a-448f-94c8-293286fc86f7	95
7fa8e955-8329-4193-9dcc-f10d8214887f	73
7faab318-09be-4d5f-bd78-0f6732b4c2a4	372
7fb9f681-72dc-4dbb-bd06-603b46a42b5b	69
7fcd9424-be3b-413b-a65a-b731afec602a	58
7fe4ebe0-49d1-4dde-a356-a99a1a7836bb	428
7fca96aa-7a29-43b5-b1b3-26b83ead940f	127
7fea751c-bf6f-409f-a876-b7fd3c72e6d2	73
8000719e-38b8-447d-b087-a08d4f15bd2e	10215
8012117f-4aaa-4dcf-a884-5b26358f673e	62
803ca1f3-942d-40c2-b95f-96e638b2960f	636
803fee06-cb68-424e-8a7b-873c2f3a2387	703
805f4cc1-c4a3-4263-b658-f8504eb1ea5a	127
80897bb9-bd5a-4d7a-b4d3-b558ff3f487c	131
8076d8de-fd45-4e62-9582-00102e05aa20	73
80945c58-367c-40d8-ad83-8d7b3865923e	3672
80404ee5-3479-4dc0-b948-cfd0af3edda4	73
80dd2dff-d554-4736-a4e7-9ec5b05c86d0	-
80ab435c-3e5c-4234-bb62-de59923844d6	131
80f189f9-667c-4a3b-87b6-7adc140fd9fd	131
80f2cd9c-6f09-440c-85ed-6a236138bb90	410
817bd7eb-330c-4217-abef-39c9cbfbe29e	131
8171ba30-7528-47b7-803b-0fd6d834c17b	8513
8188e7b8-d1d3-4366-ae03-890e2fb7795e	6453
8189ec04-3196-4bfe-a17a-85f3f0672e68	720
818dafd5-9a79-4172-bc8c-e0cb619f84bb	95
818cae84-5868-449e-a0d1-5ceee4ce2bc8	144
818d39d0-e008-4148-ba53-f4a3a24e0387	117
819760a0-d141-4ed4-8c64-e2218240e372	127
819b85b6-2709-46ad-8004-087c5bcb6947	1643
81b18052-0e59-46c2-9216-475949fef736	355
81dee874-8221-4832-a3b6-a5e8c07b3aa3	69
82033e75-58a7-484c-a371-69e33f478d4d	141
82281a7a-0e6c-4d84-8f99-a2bebcd1d62c	569
8267e001-3729-4219-bcda-f458d7fb41d7	8318
82241459-2948-4aed-81a6-5d1a7461a835	73
8259218e-f654-43e8-a948-66522c2edccd	131
826d3323-3fac-44c4-b30e-9be1fbbdc303	73
82962f82-b8a9-4c84-bf64-374a72959c2b	607
826a2752-463c-4821-87c6-97039800e481	95
82990b20-3277-46e6-9fc3-5c3857c5cfff	-
82a258c9-b322-4622-a8a6-970ce9c4c716	12
82bd9f84-546c-4180-b751-8dbd36ae5582	69
82edd306-6d05-45e0-8db9-78cde632bb09	127
82e77803-3879-4839-9708-02fe7aea74c8	73
831a92e0-cc18-40de-bcec-4a5eb9e4af59	38
832667fd-6260-422e-b853-eeeb7cc35bfd	141
82e9d2da-666c-4131-99b5-9e082bba872f	69
8331825e-2246-44a8-8ba0-e5795c936d87	544
836da484-0b6c-45d1-995d-01a36533c9b4	62
839766ee-1166-4b4a-afa0-a84770b6e058	355
83908ab8-a53a-4818-ba4e-06f88391c409	2795
8466a447-ad87-48c1-acd2-f7fd594db831	569
83f5df28-5d12-4458-82c0-7b01fc2e4917	73
8429e101-3cec-431a-a669-66166b5a88dc	73
847a45d2-6a84-4fc4-b892-ae507e84e660	10
846d8e4c-56ed-4350-909f-40b88d683b0f	131
848462b4-fb45-4e7c-91c1-e5d46f940f79	1604
84891535-ce22-405a-91ef-2ae3d5fde0dc	162
84a0236e-e3e5-4c86-b3df-d3e236927752	73
84be9685-7806-44ee-a897-34167be285bb	69
84c0d5e7-86e5-426f-89f9-824082ab7de2	117
84cc6e9e-7b6f-45aa-80a9-80da77af9686	141
85097687-5310-436c-846f-91dcd25f1d11	5597
850ec7ec-d1a8-4d95-b174-91d300c6a864	95
85140a7a-2455-4a94-87ad-84e31f5f91d7	216
8514358d-af65-42ff-ac99-6489efa88642	12
85859366-28ef-4afb-9d22-2b3c7d7fa551	127
862596f9-28e1-427b-865f-1c9a2ff02ee5	-
861440b2-f103-42b2-b815-2246343f8f1a	131
865ad652-9ed3-44d1-bc67-958cc379291a	73
867b8637-e7e0-476b-ab5d-3feb0b8218b8	73
868dc693-4c91-4364-b80b-a65ee851a187	131
86909753-0309-4e74-b2aa-2adce529267c	131
8574cb53-8606-44a3-a628-90448d3c0a04	1914
857373c5-646b-4b1d-87a0-4718564e36f5	453
86badb6f-a399-4f4b-a551-25f5af023482	73
86c5b513-72d0-4960-bdd4-ff4f5a5691dc	453
86bee531-6406-447f-8079-0e624a0e1438	131
86dcd72c-4609-4be1-b8de-8586ab569ad5	-
864e44dd-0c85-47a8-8227-28ad127c7997	457
85aa0bdd-a35a-4c3d-8e51-7e32ab106f40	73
87108ce6-8807-4a3a-b45c-9ea4914770ab	10
87322ef7-620e-46e3-ab1a-8c68ffaf59ea	428
874482f6-2de5-46ea-85c1-0976e0e55e17	69
8589e647-e84b-4f78-b075-5b436fddc7a6	73
8750420b-1448-465a-8b65-20a7463b1686	95
875565ff-593e-4728-8fdf-f52fd799116f	95
875c4624-48ab-4bde-98e5-ae9be4f274ea	144
87866dd9-6205-42ec-a3d9-142d9078b610	73
876020db-7fb5-4d16-a10a-9869b66e6fac	69
878b9afc-2cb7-4483-bf8a-60901e75dd5a	144
878951a6-6764-4ec0-b7ef-e60263849626	69
878f3d69-8fe9-42de-acd7-aa26af317c3d	95
87944cf8-d204-422f-aeb1-77a945a91419	162
87d56970-40f9-4a24-9afa-d8cbdee04fe0	73
87df4730-836e-4532-93b8-7a729e0edd42	59
87b687b1-4e77-4479-bb48-febbed606b51	73
87e0424e-4565-4845-a13e-ad0db9cefd96	73
87ea03e0-cdce-472a-a072-446c4b1eef6f	23
8839771d-545a-4c9f-803e-23c6eede59a0	73
882d00f0-c478-4fbf-a133-3ed1adea212c	73
8809589b-b12d-47bb-b73a-e824400171ab	131
881c66ba-1846-492c-9531-35b6b65106db	69
883d2bda-9e61-4b43-a274-9f93cd444662	95
88bacc5c-44ed-4001-b51d-ef9321ce84b8	131
889c2823-dc53-4574-8f05-2111fe3a9484	73
88be2e9a-9122-4961-a183-6c954c0d3897	714
88c15044-d1b2-40e6-b0a0-5a3a2f41a91e	135
88d3e0ff-bf7b-4533-bb65-b9edf71cd19e	10
8920884b-6329-49fb-9d22-459bd44fb2e8	95
88f5557e-afbd-4052-857a-c836cd5f31f9	69
89442ce2-69e8-4695-9752-0a81cec3a9a5	2179
88cebbef-7d33-48e7-8bea-065d4381e6de	73
89557ca1-8f98-49fe-9947-96c36a3b8469	127
899495e4-5535-4483-ab6b-cf7b3d3559af	127
896ce6f6-b8e0-47d3-af58-6647ca7275fc	95
